id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(.100 kg),distance(.105 kg),distance(.110 kg),distance(.115 kg),distance(.120 kg),distance(.125 kg)
carFAR100,0.428,0.394123574,1.804791641,3.963900416,0.424785461,0.51745061,,,,0.428,0.428,0.428,0.428,0.428,0.428,0.394123574,0.39487428,0.395558612,0.396185001,0.396760504,0.397291081
carFAR100,0.429,0.395930347,1.808754404,3.962763929,0.424785461,0.518586772,,,,0.429,0.429,0.429,0.429,0.429,0.429,0.395930347,0.396686229,0.397375284,0.398005999,0.39858548,0.399119727
carFAR100,0.43,0.397741082,1.812716032,3.961627768,0.424785461,0.519722607,,,,0.43,0.43,0.43,0.43,0.43,0.43,0.397741082,0.398502163,0.399195962,0.399831023,0.400414501,0.400952434
carFAR100,0.431,0.399555779,1.816676524,3.960491932,0.424785461,0.520858118,,,,0.431,0.431,0.431,0.431,0.431,0.431,0.399555779,0.400322082,0.401020646,0.401660073,0.402247564,0.402789201
carFAR100,0.432,0.401374435,1.820635881,3.959356422,0.424785461,0.521993302,,,,0.432,0.432,0.432,0.432,0.432,0.432,0.401374435,0.402145984,0.402849335,0.403493146,0.40408467,0.404630027
carFAR100,0.433,0.40319705,1.824594102,3.958221237,0.424785461,0.523128161,,,,0.433,0.433,0.433,0.433,0.433,0.433,0.40319705,0.403973868,0.404682027,0.405330243,0.405925817,0.406474911
carFAR100,0.434,0.405023622,1.828551188,3.957086379,0.424785461,0.524262695,,,,0.434,0.434,0.434,0.434,0.434,0.434,0.405023622,0.405805733,0.406518722,0.407171362,0.407771005,0.408323851
carFAR100,0.435,0.406854152,1.83250714,3.955951845,0.424785461,0.525396903,,,,0.435,0.435,0.435,0.435,0.435,0.435,0.406854152,0.407641579,0.408359418,0.409016503,0.409620231,0.410176848
carFAR100,0.436,0.408688636,1.836461958,3.954817637,0.424785461,0.526530786,,,,0.436,0.436,0.436,0.436,0.436,0.436,0.408688636,0.409481403,0.410204115,0.410865663,0.411473496,0.412033901
carFAR100,0.437,0.410527075,1.840415641,3.953683753,0.424785461,0.527664344,,,,0.437,0.437,0.437,0.437,0.437,0.437,0.410527075,0.411325205,0.412052811,0.412718843,0.413330799,0.413895007
carFAR100,0.438,0.412369467,1.844368192,3.952550195,0.424785461,0.528797577,,,,0.438,0.438,0.438,0.438,0.438,0.438,0.412369467,0.413172984,0.413905505,0.414576041,0.415192138,0.415760167
carFAR100,0.439,0.414215811,1.848319609,3.951416962,0.424785461,0.529930485,,,,0.439,0.439,0.439,0.439,0.439,0.439,0.414215811,0.415024738,0.415762197,0.416437256,0.417057513,0.417629379
carFAR100,0.44,0.416066105,1.852269893,3.950284054,0.424785461,0.531063068,,,,0.44,0.44,0.44,0.44,0.44,0.44,0.416066105,0.416880467,0.417622885,0.418302487,0.418926922,0.419502643
carFAR100,0.441,0.41792035,1.856219044,3.949151471,0.424785461,0.532195327,,,,0.441,0.441,0.441,0.441,0.441,0.441,0.41792035,0.41874017,0.419487568,0.420171734,0.420800364,0.421379957
carFAR100,0.442,0.419778543,1.860167063,3.948019212,0.424785461,0.533327261,,,,0.442,0.442,0.442,0.442,0.442,0.442,0.419778543,0.420603845,0.421356246,0.422044994,0.422677839,0.423261321
carFAR100,0.443,0.421640683,1.864113951,3.946887278,0.424785461,0.53445887,,,,0.443,0.443,0.443,0.443,0.443,0.443,0.421640683,0.422471491,0.423228916,0.423922268,0.424559346,0.425146734
carFAR100,0.444,0.42350677,1.868059706,3.945755669,0.424785461,0.535590155,,,,0.444,0.444,0.444,0.444,0.444,0.444,0.42350677,0.424343108,0.425105579,0.425803554,0.426444884,0.427036194
carFAR100,0.445,0.425376802,1.872004331,3.944624384,0.424785461,0.536721116,,,,0.445,0.445,0.445,0.445,0.445,0.445,0.425376802,0.426218694,0.426986233,0.427688851,0.428334451,0.428929701
carFAR100,0.446,0.427250778,1.875947824,3.943493423,0.424785461,0.537851752,,,,0.446,0.446,0.446,0.446,0.446,0.446,0.427250778,0.428098247,0.428870876,0.429578159,0.430228047,0.430827254
carFAR100,0.447,0.429128697,1.879890187,3.942362787,0.424785461,0.538982065,,,,0.447,0.447,0.447,0.447,0.447,0.447,0.429128697,0.429981768,0.430759509,0.431471475,0.432125671,0.432728852
carFAR100,0.448,0.431010558,1.883831419,3.941232475,0.424785461,0.540112053,,,,0.448,0.448,0.448,0.448,0.448,0.448,0.431010558,0.431869255,0.43265213,0.4333688,0.434027322,0.434634494
carFAR100,0.449,0.43289636,1.887771522,3.940102487,0.424785461,0.541241717,,,,0.449,0.449,0.449,0.449,0.449,0.449,0.43289636,0.433760706,0.434548738,0.435270132,0.435932998,0.436544179
carFAR100,0.45,0.434786101,1.891710495,3.938972822,0.424785461,0.542371057,,,,0.45,0.45,0.45,0.45,0.45,0.45,0.434786101,0.435656122,0.436449331,0.43717547,0.437842699,0.438457907
carFAR100,0.451,0.43667978,1.895648338,3.937843482,0.424785461,0.543500074,,,,0.451,0.451,0.451,0.451,0.451,0.451,0.43667978,0.437555499,0.43835391,0.439084814,0.439756425,0.440375675
carFAR100,0.452,0.438577397,1.899585053,3.936714466,0.424785461,0.544628767,,,,0.452,0.452,0.452,0.452,0.452,0.452,0.438577397,0.439458839,0.440262472,0.440998161,0.441674173,0.442297484
carFAR100,0.453,0.44047895,1.903520638,3.935585773,0.424785461,0.545757136,,,,0.453,0.453,0.453,0.453,0.453,0.453,0.44047895,0.441366139,0.442175017,0.442915512,0.443595943,0.444223333
carFAR100,0.454,0.442384438,1.907455096,3.934457404,0.424785461,0.546885181,,,,0.454,0.454,0.454,0.454,0.454,0.454,0.442384438,0.443277398,0.444091543,0.444836865,0.445521735,0.44615322
carFAR100,0.455,0.444293859,1.911388425,3.933329358,0.424785461,0.548012904,,,,0.455,0.455,0.455,0.455,0.455,0.455,0.444293859,0.445192616,0.446012051,0.446762219,0.447451546,0.448087144
carFAR100,0.456,0.446207214,1.915320627,3.932201636,0.424785461,0.549140303,,,,0.456,0.456,0.456,0.456,0.456,0.456,0.446207214,0.447111791,0.447936538,0.448691573,0.449385377,0.450025105
carFAR100,0.457,0.4481245,1.919251701,3.931074237,0.424785461,0.550267378,,,,0.457,0.457,0.457,0.457,0.457,0.457,0.4481245,0.449034922,0.449865003,0.450624927,0.451323226,0.451967102
carFAR100,0.458,0.450045717,1.923181648,3.929947161,0.424785461,0.551394131,,,,0.458,0.458,0.458,0.458,0.458,0.458,0.450045717,0.450962008,0.451797446,0.452562279,0.453265092,0.453913134
carFAR100,0.459,0.451970863,1.927110469,3.928820409,0.424785461,0.55252056,,,,0.459,0.459,0.459,0.459,0.459,0.459,0.451970863,0.452893049,0.453733866,0.454503628,0.455210974,0.455863199
carFAR100,0.46,0.453899937,1.931038163,3.927693979,0.424785461,0.553646667,,,,0.46,0.46,0.46,0.46,0.46,0.46,0.453899937,0.454828042,0.455674261,0.456448973,0.457160871,0.457817298
carFAR100,0.461,0.455832938,1.93496473,3.926567873,0.424785461,0.55477245,,,,0.461,0.461,0.461,0.461,0.461,0.461,0.455832938,0.456766987,0.457618631,0.458398313,0.459114783,0.459775428
carFAR100,0.462,0.457769866,1.938890173,3.925442089,0.424785461,0.555897911,,,,0.462,0.462,0.462,0.462,0.462,0.462,0.457769866,0.458709883,0.459566974,0.460351648,0.461072709,0.46173759
carFAR100,0.463,0.459710718,1.942814489,3.924316628,0.424785461,0.55702305,,,,0.463,0.463,0.463,0.463,0.463,0.463,0.459710718,0.460656728,0.46151929,0.462308976,0.463034646,0.463703781
carFAR100,0.464,0.461655494,1.946737681,3.92319149,0.424785461,0.558147865,,,,0.464,0.464,0.464,0.464,0.464,0.464,0.461655494,0.462607522,0.463475576,0.464270296,0.465000595,0.465674002
carFAR100,0.465,0.463604193,1.950659747,3.922066674,0.424785461,0.559272358,,,,0.465,0.465,0.465,0.465,0.465,0.465,0.463604193,0.464562264,0.465435833,0.466235607,0.466970555,0.467648251
carFAR100,0.466,0.465556813,1.954580689,3.920942181,0.424785461,0.560396529,,,,0.466,0.466,0.466,0.466,0.466,0.466,0.465556813,0.466520952,0.46740006,0.468204908,0.468944524,0.469626528
carFAR100,0.467,0.467513354,1.958500507,3.91981801,0.424785461,0.561520377,,,,0.467,0.467,0.467,0.467,0.467,0.467,0.467513354,0.468483586,0.469368255,0.470178199,0.470922502,0.471608831
carFAR100,0.468,0.469473814,1.962419202,3.918694162,0.424785461,0.562643904,,,,0.468,0.468,0.468,0.468,0.468,0.468,0.469473814,0.470450163,0.471340416,0.472155478,0.472904487,0.473595159
carFAR100,0.469,0.471438192,1.966336772,3.917570636,0.424785461,0.563767108,,,,0.469,0.469,0.469,0.469,0.469,0.469,0.471438192,0.472420684,0.473316544,0.474136744,0.474890479,0.475585513
carFAR100,0.47,0.473406487,1.97025322,3.916447432,0.424785461,0.56488999,,,,0.47,0.47,0.47,0.47,0.47,0.47,0.473406487,0.474395148,0.475296638,0.476121997,0.476880477,0.47757989
carFAR100,0.471,0.475378698,1.974168544,3.91532455,0.424785461,0.56601255,,,,0.471,0.471,0.471,0.471,0.471,0.471,0.475378698,0.476373552,0.477280695,0.478111235,0.47887448,0.479578289
carFAR100,0.472,0.477354823,1.978082746,3.91420199,0.424785461,0.567134788,,,,0.472,0.472,0.472,0.472,0.472,0.472,0.477354823,0.478355896,0.479268715,0.480104457,0.480872486,0.481580711
carFAR100,0.473,0.479334863,1.981995826,3.913079751,0.424785461,0.568256705,,,,0.473,0.473,0.473,0.473,0.473,0.473,0.479334863,0.480342179,0.481260698,0.482101662,0.482874495,0.483587153
carFAR100,0.474,0.481318814,1.985907784,3.911957835,0.424785461,0.569378299,,,,0.474,0.474,0.474,0.474,0.474,0.474,0.481318814,0.4823324,0.483256641,0.48410285,0.484880506,0.485597616
carFAR100,0.475,0.483306678,1.98981862,3.91083624,0.424785461,0.570499573,,,,0.475,0.475,0.475,0.475,0.475,0.475,0.483306678,0.484326558,0.485256545,0.486108019,0.486890518,0.487612097
carFAR100,0.476,0.485298451,1.993728335,3.909714967,0.424785461,0.571620524,,,,0.476,0.476,0.476,0.476,0.476,0.476,0.485298451,0.486324652,0.487260407,0.488117168,0.48890453,0.489630597
carFAR100,0.477,0.487294134,1.997636929,3.908594015,0.424785461,0.572741155,,,,0.477,0.477,0.477,0.477,0.477,0.477,0.487294134,0.48832668,0.489268227,0.490130297,0.490922541,0.491653114
carFAR100,0.478,0.489293724,2.001544402,3.907473385,0.424785461,0.573861464,,,,0.478,0.478,0.478,0.478,0.478,0.478,0.489293724,0.490332641,0.491280005,0.492147403,0.49294455,0.493679647
carFAR100,0.479,0.491297222,2.005450756,3.906353076,0.424785461,0.574981452,,,,0.479,0.479,0.479,0.479,0.479,0.479,0.491297222,0.492342536,0.493295738,0.494168488,0.494970556,0.495710195
carFAR100,0.48,0.493304625,2.009355989,3.905233088,0.424785461,0.576101119,,,,0.48,0.48,0.48,0.48,0.48,0.48,0.493304625,0.494356361,0.495315426,0.496193548,0.497000559,0.497744758
carFAR100,0.481,0.495315933,2.013260102,3.904113421,0.424785461,0.577220464,,,,0.481,0.481,0.481,0.481,0.481,0.481,0.495315933,0.496374117,0.497339067,0.498222584,0.499034556,0.499783335
carFAR100,0.482,0.497331145,2.017163096,3.902994075,0.424785461,0.578339489,,,,0.482,0.482,0.482,0.482,0.482,0.482,0.497331145,0.498395802,0.499366662,0.500255594,0.501072548,0.501825924
carFAR100,0.483,0.499350259,2.021064971,3.90187505,0.424785461,0.579458193,,,,0.483,0.483,0.483,0.483,0.483,0.483,0.499350259,0.500421415,0.501398208,0.502292578,0.503114533,0.503872525
carFAR100,0.484,0.501373274,2.024965728,3.900756346,0.424785461,0.580576576,,,,0.484,0.484,0.484,0.484,0.484,0.484,0.501373274,0.502450956,0.503433705,0.504333534,0.50516051,0.505923137
carFAR100,0.485,0.50340019,2.028865365,3.899637963,0.424785461,0.581694639,,,,0.485,0.485,0.485,0.485,0.485,0.485,0.50340019,0.504484422,0.505473151,0.506378461,0.507210479,0.507977759
carFAR100,0.486,0.505431004,2.032763885,3.8985199,0.424785461,0.582812381,,,,0.486,0.486,0.486,0.486,0.486,0.486,0.505431004,0.506521814,0.507516546,0.508427359,0.509264438,0.510036389
carFAR100,0.487,0.507465717,2.036661288,3.897402158,0.424785461,0.583929803,,,,0.487,0.487,0.487,0.487,0.487,0.487,0.507465717,0.508563129,0.509563889,0.510480226,0.511322387,0.512099028
carFAR100,0.488,0.509504326,2.040557572,3.896284737,0.424785461,0.585046904,,,,0.488,0.488,0.488,0.488,0.488,0.488,0.509504326,0.510608367,0.511615179,0.512537061,0.513384324,0.514165674
carFAR100,0.489,0.511546832,2.04445274,3.895167636,0.424785461,0.586163685,,,,0.489,0.489,0.489,0.489,0.489,0.489,0.511546832,0.512657527,0.513670414,0.514597864,0.515450249,0.516236326
carFAR100,0.49,0.513593231,2.048346791,3.894050855,0.424785461,0.587280145,,,,0.49,0.49,0.49,0.49,0.49,0.49,0.513593231,0.514710607,0.515729593,0.516662633,0.51752016,0.518310983
carFAR100,0.491,0.515643525,2.052239725,3.892934394,0.424785461,0.588396286,,,,0.491,0.491,0.491,0.491,0.491,0.491,0.515643525,0.516767608,0.517792716,0.518731368,0.519594057,0.520389644
carFAR100,0.492,0.51769771,2.056131543,3.891818253,0.424785461,0.589512107,,,,0.492,0.492,0.492,0.492,0.492,0.492,0.51769771,0.518828526,0.519859781,0.520804068,0.521671939,0.522472309
carFAR100,0.493,0.519755787,2.060022246,3.890702433,0.424785461,0.590627607,,,,0.493,0.493,0.493,0.493,0.493,0.493,0.519755787,0.520893362,0.521930788,0.52288073,0.523753804,0.524558977
carFAR100,0.494,0.521817754,2.063911833,3.889586932,0.424785461,0.591742788,,,,0.494,0.494,0.494,0.494,0.494,0.494,0.521817754,0.522962115,0.524005736,0.524961355,0.525839653,0.526649646
carFAR100,0.495,0.52388361,2.067800305,3.888471751,0.424785461,0.592857649,,,,0.495,0.495,0.495,0.495,0.495,0.495,0.52388361,0.525034783,0.526084622,0.527045942,0.527929483,0.528744316
carFAR100,0.496,0.525953354,2.071687661,3.88735689,0.424785461,0.593972191,,,,0.496,0.496,0.496,0.496,0.496,0.496,0.525953354,0.527111365,0.528167447,0.529134489,0.530023294,0.530842985
carFAR100,0.497,0.528026985,2.075573904,3.886242348,0.424785461,0.595086413,,,,0.497,0.497,0.497,0.497,0.497,0.497,0.528026985,0.52919186,0.53025421,0.531226996,0.532121085,0.532945654
carFAR100,0.498,0.530104502,2.079459032,3.885128126,0.424785461,0.596200315,,,,0.498,0.498,0.498,0.498,0.498,0.498,0.530104502,0.531276268,0.532344908,0.533323461,0.534222855,0.53505232
carFAR100,0.499,0.532185903,2.083343046,3.884014224,0.424785461,0.597313899,,,,0.499,0.499,0.499,0.499,0.499,0.499,0.532185903,0.533364586,0.534439542,0.535423884,0.536328603,0.537162983
carFAR100,0.5,0.534271187,2.087225947,3.882900641,0.424785461,0.598427162,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.534271187,0.535456815,0.536538111,0.537528263,0.538438328,0.539277643
carFAR100,0.501,0.536360354,2.091107734,3.881787377,0.424785461,0.599540107,,,,0.501,0.501,0.501,0.501,0.501,0.501,0.536360354,0.537552952,0.538640612,0.539636598,0.540552029,0.541396298
carFAR100,0.502,0.538453402,2.094988409,3.880674432,0.424785461,0.600652733,,,,0.502,0.502,0.502,0.502,0.502,0.502,0.538453402,0.539652997,0.540747046,0.541748888,0.542669706,0.543518946
carFAR100,0.503,0.54055033,2.09886797,3.879561807,0.424785461,0.601765039,,,,0.503,0.503,0.503,0.503,0.503,0.503,0.54055033,0.541756949,0.542857411,0.543865131,0.544791357,0.545645589
carFAR100,0.504,0.542651137,2.10274642,3.8784495,0.424785461,0.602877027,,,,0.504,0.504,0.504,0.504,0.504,0.504,0.542651137,0.543864807,0.544971706,0.545985326,0.546916981,0.547776223
carFAR100,0.505,0.544755822,2.106623757,3.877337512,0.424785461,0.603988696,,,,0.505,0.505,0.505,0.505,0.505,0.505,0.544755822,0.54597657,0.54708993,0.548109474,0.549046577,0.54991085
carFAR100,0.506,0.546864384,2.110499983,3.876225844,0.424785461,0.605100046,,,,0.506,0.506,0.506,0.506,0.506,0.506,0.546864384,0.548092236,0.549212082,0.550237572,0.551180145,0.552049466
carFAR100,0.507,0.548976822,2.114375098,3.875114493,0.424785461,0.606211077,,,,0.507,0.507,0.507,0.507,0.507,0.507,0.548976822,0.550211804,0.551338162,0.552369619,0.553317683,0.554192073
carFAR100,0.508,0.551093134,2.118249101,3.874003462,0.424785461,0.60732179,,,,0.508,0.508,0.508,0.508,0.508,0.508,0.551093134,0.552335274,0.553468167,0.554505615,0.555459191,0.556338668
carFAR100,0.509,0.553213319,2.122121994,3.872892749,0.424785461,0.608432185,,,,0.509,0.509,0.509,0.509,0.509,0.509,0.553213319,0.554462644,0.555602098,0.556645559,0.557604667,0.558489251
carFAR100,0.51,0.555337377,2.125993776,3.871782355,0.424785461,0.609542261,,,,0.51,0.51,0.51,0.51,0.51,0.51,0.555337377,0.556593914,0.557739952,0.55878945,0.559754111,0.560643821
carFAR100,0.511,0.557465306,2.129864449,3.870672278,0.424785461,0.610652019,,,,0.511,0.511,0.511,0.511,0.511,0.511,0.557465306,0.558729082,0.559881729,0.560937286,0.561907522,0.562802377
carFAR100,0.512,0.559597106,2.133734011,3.869562521,0.424785461,0.611761459,,,,0.512,0.512,0.512,0.512,0.512,0.512,0.559597106,0.560868147,0.562027429,0.563089067,0.564064898,0.564964918
carFAR100,0.513,0.561732774,2.137602464,3.868453081,0.424785461,0.61287058,,,,0.513,0.513,0.513,0.513,0.513,0.513,0.561732774,0.563011108,0.564177049,0.565244792,0.566226239,0.567131444
carFAR100,0.514,0.56387231,2.141469808,3.867343959,0.424785461,0.613979384,,,,0.514,0.514,0.514,0.514,0.514,0.514,0.56387231,0.565157965,0.56633059,0.56740446,0.568391544,0.569301952
carFAR100,0.515,0.566015713,2.145336043,3.866235156,0.424785461,0.61508787,,,,0.515,0.515,0.515,0.515,0.515,0.515,0.566015713,0.567308715,0.568488049,0.569568069,0.570560812,0.571476443
carFAR100,0.516,0.568162982,2.14920117,3.86512667,0.424785461,0.616196037,,,,0.516,0.516,0.516,0.516,0.516,0.516,0.568162982,0.569463358,0.570649426,0.571735619,0.572734041,0.573654916
carFAR100,0.517,0.570314115,2.153065188,3.864018502,0.424785461,0.617303888,,,,0.517,0.517,0.517,0.517,0.517,0.517,0.570314115,0.571621893,0.57281472,0.573907109,0.574911232,0.575837369
carFAR100,0.518,0.572469111,2.156928099,3.862910652,0.424785461,0.61841142,,,,0.518,0.518,0.518,0.518,0.518,0.518,0.572469111,0.573784319,0.57498393,0.576082538,0.577092383,0.578023802
carFAR100,0.519,0.57462797,2.160789902,3.861803119,0.424785461,0.619518635,,,,0.519,0.519,0.519,0.519,0.519,0.519,0.57462797,0.575950635,0.577157054,0.578261905,0.579277493,0.580214213
carFAR100,0.52,0.576790691,2.164650598,3.860695904,0.424785461,0.620625533,,,,0.52,0.52,0.52,0.52,0.52,0.52,0.576790691,0.57812084,0.579334093,0.580445208,0.58146656,0.582408602
carFAR100,0.521,0.578957271,2.168510187,3.859589007,0.424785461,0.621732113,,,,0.521,0.521,0.521,0.521,0.521,0.521,0.578957271,0.580294932,0.581515044,0.582632448,0.583659586,0.584606968
carFAR100,0.522,0.581127711,2.17236867,3.858482427,0.424785461,0.622838376,,,,0.522,0.522,0.522,0.522,0.522,0.522,0.581127711,0.58247291,0.583699907,0.584823622,0.585856567,0.58680931
carFAR100,0.523,0.583302008,2.176226046,3.857376164,0.424785461,0.623944322,,,,0.523,0.523,0.523,0.523,0.523,0.523,0.583302008,0.584654774,0.585888681,0.58701873,0.588057503,0.589015628
carFAR100,0.524,0.585480162,2.180082316,3.856270218,0.424785461,0.62504995,,,,0.524,0.524,0.524,0.524,0.524,0.524,0.585480162,0.586840523,0.588081364,0.589217772,0.590262394,0.591225919
carFAR100,0.525,0.587662172,2.183937481,3.855164589,0.424785461,0.626155262,,,,0.525,0.525,0.525,0.525,0.525,0.525,0.587662172,0.589030155,0.590277956,0.591420745,0.592471239,0.593440183
carFAR100,0.526,0.589848036,2.18779154,3.854059277,0.424785461,0.627260257,,,,0.526,0.526,0.526,0.526,0.526,0.526,0.589848036,0.591223669,0.592478456,0.593627649,0.594684036,0.59565842
carFAR100,0.527,0.592037754,2.191644494,3.852954283,0.424785461,0.628364935,,,,0.527,0.527,0.527,0.527,0.527,0.527,0.592037754,0.593421064,0.594682863,0.595838483,0.596900784,0.597880629
carFAR100,0.528,0.594231325,2.195496344,3.851849605,0.424785461,0.629469296,,,,0.528,0.528,0.528,0.528,0.528,0.528,0.594231325,0.59562234,0.596891175,0.598053246,0.599121483,0.600106807
carFAR100,0.529,0.596428747,2.199347089,3.850745244,0.424785461,0.630573341,,,,0.529,0.529,0.529,0.529,0.529,0.529,0.596428747,0.597827495,0.599103392,0.600271938,0.601346132,0.602336956
carFAR100,0.53,0.598630019,2.20319673,3.849641199,0.424785461,0.631677069,,,,0.53,0.53,0.53,0.53,0.53,0.53,0.598630019,0.600036528,0.601319512,0.602494556,0.603574729,0.604571073
carFAR100,0.531,0.60083514,2.207045268,3.848537471,0.424785461,0.63278048,,,,0.531,0.531,0.531,0.531,0.531,0.531,0.60083514,0.602249438,0.603539535,0.6047211,0.605807274,0.606809158
carFAR100,0.532,0.603044109,2.210892702,3.847434059,0.424785461,0.633883575,,,,0.532,0.532,0.532,0.532,0.532,0.532,0.603044109,0.604466224,0.60576346,0.60695157,0.608043766,0.609051209
carFAR100,0.533,0.605256924,2.214739033,3.846330964,0.424785461,0.634986354,,,,0.533,0.533,0.533,0.533,0.533,0.533,0.605256924,0.606686884,0.607991285,0.609185964,0.610284204,0.611297227
carFAR100,0.534,0.607473586,2.218584261,3.845228185,0.424785461,0.636088817,,,,0.534,0.534,0.534,0.534,0.534,0.534,0.607473586,0.608911419,0.610223009,0.61142428,0.612528586,0.61354721
carFAR100,0.535,0.609694092,2.222428387,3.844125722,0.424785461,0.637190964,,,,0.535,0.535,0.535,0.535,0.535,0.535,0.609694092,0.611139826,0.612458632,0.613666519,0.614776913,0.615801157
carFAR100,0.536,0.611918442,2.22627141,3.843023575,0.424785461,0.638292795,,,,0.536,0.536,0.536,0.536,0.536,0.536,0.611918442,0.613372106,0.614698153,0.61591268,0.617029183,0.618059067
carFAR100,0.537,0.614146635,2.230113332,3.841921745,0.424785461,0.63939431,,,,0.537,0.537,0.537,0.537,0.537,0.537,0.614146635,0.615608255,0.61694157,0.61816276,0.619285394,0.620320939
