id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(0.05 Frictional Coefficient),distance(0.045 Frictional Coefficient),distance(0.04 Frictional Coefficient,distance(0.035 Fricitional Coefficient),distance(0.030 Frictional Coefficient),distance(0.025 Frictional Coefficient)
carFAR_05,1.863,5.25498075,3.112397925,-1.383250129,0.424785461,0.892353538,,,,1.863,1.863,1.863,1.863,1.863,1.863,5.25498075,5.298708749,5.345738385,5.3927133,5.436211399,5.48306326
carFAR_05,1.864,5.258092457,3.111015071,-1.382853538,0.424785461,0.891957061,,,,1.864,1.864,1.864,1.864,1.864,1.864,5.258092457,5.301862224,5.348937718,5.395958574,5.439498731,5.486396704
carFAR_05,1.865,5.261202781,3.109632614,-1.382457061,0.424785461,0.891560698,,,,1.865,1.865,1.865,1.865,1.865,1.865,5.261202781,5.305014353,5.352135742,5.399202573,5.442784825,5.489728947
carFAR_05,1.866,5.264311722,3.108250553,-1.382060698,0.424785461,0.891164448,,,,1.866,1.866,1.866,1.866,1.866,1.866,5.264311722,5.308165138,5.355332457,5.402445299,5.446069683,5.49305999
carFAR_05,1.867,5.267419282,3.106868889,-1.381664448,0.424785461,0.890768312,,,,1.867,1.867,1.867,1.867,1.867,1.867,5.267419282,5.311314577,5.358527862,5.405686752,5.449353305,5.496389832
carFAR_05,1.868,5.27052546,3.105487621,-1.381268312,0.424785461,0.890372289,,,,1.868,1.868,1.868,1.868,1.868,1.868,5.27052546,5.314462672,5.361721959,5.408926932,5.452635691,5.499718475
carFAR_05,1.869,5.273630257,3.104106748,-1.380872289,0.424785461,0.88997638,,,,1.869,1.869,1.869,1.869,1.869,1.869,5.273630257,5.317609423,5.364914748,5.41216584,5.455916841,5.503045917
carFAR_05,1.87,5.276733674,3.102726272,-1.38047638,0.424785461,0.889580585,,,,1.87,1.87,1.87,1.87,1.87,1.87,5.276733674,5.320754831,5.368106229,5.415403476,5.459196757,5.506372161
carFAR_05,1.871,5.27983571,3.101346191,-1.380080585,0.424785461,0.889184903,,,,1.871,1.871,1.871,1.871,1.871,1.871,5.27983571,5.323898895,5.371296402,5.41863984,5.462475438,5.509697205
carFAR_05,1.872,5.282936367,3.099966506,-1.379684903,0.424785461,0.888789334,,,,1.872,1.872,1.872,1.872,1.872,1.872,5.282936367,5.327041616,5.374485269,5.421874933,5.465752884,5.513021051
carFAR_05,1.873,5.286035643,3.098587217,-1.379289334,0.424785461,0.888393879,,,,1.873,1.873,1.873,1.873,1.873,1.873,5.286035643,5.330182995,5.377672829,5.425108755,5.469029097,5.516343699
carFAR_05,1.874,5.289133541,3.097208323,-1.378893879,0.424785461,0.887998538,,,,1.874,1.874,1.874,1.874,1.874,1.874,5.289133541,5.333323031,5.380859082,5.428341307,5.472304076,5.519665149
carFAR_05,1.875,5.29223006,3.095829825,-1.378498538,0.424785461,0.887603309,,,,1.875,1.875,1.875,1.875,1.875,1.875,5.29223006,5.336461726,5.38404403,5.431572589,5.475577822,5.522985401
carFAR_05,1.876,5.295325201,3.094451721,-1.378103309,0.424785461,0.887208194,,,,1.876,1.876,1.876,1.876,1.876,1.876,5.295325201,5.33959908,5.387227672,5.4348026,5.478850334,5.526304457
carFAR_05,1.877,5.298418964,3.093074013,-1.377708194,0.424785461,0.886813192,,,,1.877,1.877,1.877,1.877,1.877,1.877,5.298418964,5.342735092,5.390410009,5.438031343,5.482121615,5.529622315
carFAR_05,1.878,5.301511349,3.0916967,-1.377313192,0.424785461,0.886418304,,,,1.878,1.878,1.878,1.878,1.878,1.878,5.301511349,5.345869764,5.393591041,5.441258816,5.485391663,5.532938977
carFAR_05,1.879,5.304602357,3.090319782,-1.376918304,0.424785461,0.886023528,,,,1.879,1.879,1.879,1.879,1.879,1.879,5.304602357,5.349003096,5.396770769,5.44448502,5.488660479,5.536254442
carFAR_05,1.88,5.307691989,3.088943258,-1.376523528,0.424785461,0.885628866,,,,1.88,1.88,1.88,1.88,1.88,1.88,5.307691989,5.352135088,5.399949192,5.447709956,5.491928064,5.539568712
carFAR_05,1.881,5.310780244,3.087567129,-1.376128866,0.424785461,0.885234317,,,,1.881,1.881,1.881,1.881,1.881,1.881,5.310780244,5.355265741,5.403126312,5.450933625,5.495194417,5.542881786
carFAR_05,1.882,5.313867123,3.086191395,-1.375734317,0.424785461,0.884839881,,,,1.882,1.882,1.882,1.882,1.882,1.882,5.313867123,5.358395054,5.406302129,5.454156025,5.49845954,5.546193666
carFAR_05,1.883,5.316952627,3.084816055,-1.375339881,0.424785461,0.884445559,,,,1.883,1.883,1.883,1.883,1.883,1.883,5.316952627,5.361523029,5.409476642,5.457377159,5.501723432,5.54950435
carFAR_05,1.884,5.320036756,3.08344111,-1.374945559,0.424785461,0.884051349,,,,1.884,1.884,1.884,1.884,1.884,1.884,5.320036756,5.364649666,5.412649853,5.460597025,5.504986094,5.55281384
carFAR_05,1.885,5.32311951,3.082066558,-1.374551349,0.424785461,0.883657252,,,,1.885,1.885,1.885,1.885,1.885,1.885,5.32311951,5.367774964,5.415821762,5.463815625,5.508247527,5.556122136
carFAR_05,1.886,5.326200889,3.080692401,-1.374157252,0.424785461,0.883263269,,,,1.886,1.886,1.886,1.886,1.886,1.886,5.326200889,5.370898926,5.418992369,5.467032959,5.51150773,5.559429238
carFAR_05,1.887,5.329280895,3.079318638,-1.373763269,0.424785461,0.882869398,,,,1.887,1.887,1.887,1.887,1.887,1.887,5.329280895,5.37402155,5.422161675,5.470249027,5.514766704,5.562735146
carFAR_05,1.888,5.332359527,3.077945268,-1.373369398,0.424785461,0.88247564,,,,1.888,1.888,1.888,1.888,1.888,1.888,5.332359527,5.377142837,5.42532968,5.47346383,5.51802445,5.566039862
carFAR_05,1.889,5.335436785,3.076572293,-1.37297564,0.424785461,0.882081995,,,,1.889,1.889,1.889,1.889,1.889,1.889,5.335436785,5.380262788,5.428496383,5.476677367,5.521280967,5.569343385
carFAR_05,1.89,5.338512671,3.075199711,-1.372581995,0.424785461,0.881688463,,,,1.89,1.89,1.89,1.89,1.89,1.89,5.338512671,5.383381403,5.431661787,5.47988964,5.524536256,5.572645715
carFAR_05,1.891,5.341587185,3.073827522,-1.372188463,0.424785461,0.881295044,,,,1.891,1.891,1.891,1.891,1.891,1.891,5.341587185,5.386498683,5.434825891,5.483100649,5.527790317,5.575946853
carFAR_05,1.892,5.344660327,3.072455727,-1.371795044,0.424785461,0.880901737,,,,1.892,1.892,1.892,1.892,1.892,1.892,5.344660327,5.389614627,5.437988695,5.486310393,5.531043151,5.5792468
carFAR_05,1.893,5.347732097,3.071084325,-1.371401737,0.424785461,0.880508544,,,,1.893,1.893,1.893,1.893,1.893,1.893,5.347732097,5.392729236,5.441150199,5.489518874,5.534294759,5.582545555
carFAR_05,1.894,5.350802495,3.069713317,-1.371008544,0.424785461,0.880115463,,,,1.894,1.894,1.894,1.894,1.894,1.894,5.350802495,5.395842511,5.444310405,5.492726092,5.537545139,5.585843119
carFAR_05,1.895,5.353871523,3.068342701,-1.370615463,0.424785461,0.879722494,,,,1.895,1.895,1.895,1.895,1.895,1.895,5.353871523,5.398954452,5.447469313,5.495932046,5.540794294,5.589139493
carFAR_05,1.896,5.356939181,3.066972479,-1.370222494,0.424785461,0.879329639,,,,1.896,1.896,1.896,1.896,1.896,1.896,5.356939181,5.40206506,5.450626922,5.499136739,5.544042223,5.592434676
carFAR_05,1.897,5.360005469,3.065602649,-1.369829639,0.424785461,0.878936896,,,,1.897,1.897,1.897,1.897,1.897,1.897,5.360005469,5.405174334,5.453783234,5.502340169,5.547288926,5.595728669
carFAR_05,1.898,5.363070386,3.064233212,-1.369436896,0.424785461,0.878544266,,,,1.898,1.898,1.898,1.898,1.898,1.898,5.363070386,5.408282275,5.456938248,5.505542337,5.550534404,5.599021473
carFAR_05,1.899,5.366133935,3.062864168,-1.369044266,0.424785461,0.878151748,,,,1.899,1.899,1.899,1.899,1.899,1.899,5.366133935,5.411388883,5.460091966,5.508743244,5.553778657,5.602313087
carFAR_05,1.9,5.369196115,3.061495516,-1.368651748,0.424785461,0.877759343,,,,1.9,1.9,1.9,1.9,1.9,1.9,5.369196115,5.41449416,5.463244387,5.51194289,5.557021685,5.605603512
carFAR_05,1.901,5.372256926,3.060127257,-1.368259343,0.424785461,0.87736705,,,,1.901,1.901,1.901,1.901,1.901,1.901,5.372256926,5.417598104,5.466395511,5.515141275,5.56026349,5.608892748
carFAR_05,1.902,5.37531637,3.05875939,-1.36786705,0.424785461,0.87697487,,,,1.902,1.902,1.902,1.902,1.902,1.902,5.37531637,5.420700718,5.46954534,5.518338399,5.563504071,5.612180797
carFAR_05,1.903,5.378374445,3.057391915,-1.36747487,0.424785461,0.876582802,,,,1.903,1.903,1.903,1.903,1.903,1.903,5.378374445,5.423802,5.472693873,5.521534264,5.566743428,5.615467657
carFAR_05,1.904,5.381431154,3.056024832,-1.367082802,0.424785461,0.876190846,,,,1.904,1.904,1.904,1.904,1.904,1.904,5.381431154,5.426901952,5.475841111,5.524728869,5.569981563,5.61875333
carFAR_05,1.905,5.384486495,3.054658141,-1.366690846,0.424785461,0.875799003,,,,1.905,1.905,1.905,1.905,1.905,1.905,5.384486495,5.430000573,5.478987055,5.527922215,5.573218474,5.622037815
carFAR_05,1.906,5.38754047,3.053291842,-1.366299003,0.424785461,0.875407273,,,,1.906,1.906,1.906,1.906,1.906,1.906,5.38754047,5.433097865,5.482131704,5.531114302,5.576454164,5.625321113
carFAR_05,1.907,5.390593079,3.051925935,-1.365907273,0.424785461,0.875015654,,,,1.907,1.907,1.907,1.907,1.907,1.907,5.390593079,5.436193827,5.485275059,5.53430513,5.579688631,5.628603225
carFAR_05,1.908,5.393644322,3.05056042,-1.365515654,0.424785461,0.874624148,,,,1.908,1.908,1.908,1.908,1.908,1.908,5.393644322,5.43928846,5.48841712,5.5374947,5.582921877,5.631884151
carFAR_05,1.909,5.3966942,3.049195295,-1.365124148,0.424785461,0.874232754,,,,1.909,1.909,1.909,1.909,1.909,1.909,5.3966942,5.442381764,5.491557888,5.540683012,5.586153901,5.63516389
carFAR_05,1.91,5.399742713,3.047830563,-1.364732754,0.424785461,0.873841473,,,,1.91,1.91,1.91,1.91,1.91,1.91,5.399742713,5.44547374,5.494697363,5.543870067,5.589384705,5.638442444
carFAR_05,1.911,5.402789861,3.046466221,-1.364341473,0.424785461,0.873450303,,,,1.911,1.911,1.911,1.911,1.911,1.911,5.402789861,5.448564388,5.497835546,5.547055865,5.592614287,5.641719813
carFAR_05,1.912,5.405835646,3.045102271,-1.363950303,0.424785461,0.873059246,,,,1.912,1.912,1.912,1.912,1.912,1.912,5.405835646,5.451653708,5.500972437,5.550240406,5.59584265,5.644995997
carFAR_05,1.913,5.408880066,3.043738712,-1.363559246,0.424785461,0.872668301,,,,1.913,1.913,1.913,1.913,1.913,1.913,5.408880066,5.454741702,5.504108036,5.553423691,5.599069793,5.648270996
carFAR_05,1.914,5.411923123,3.042375543,-1.363168301,0.424785461,0.872277468,,,,1.914,1.914,1.914,1.914,1.914,1.914,5.411923123,5.457828368,5.507242343,5.556605719,5.602295716,5.651544811
carFAR_05,1.915,5.414964818,3.041012766,-1.362777468,0.424785461,0.871886747,,,,1.915,1.915,1.915,1.915,1.915,1.915,5.414964818,5.460913708,5.510375359,5.559786492,5.60552042,5.654817443
carFAR_05,1.916,5.418005149,3.039650379,-1.362386747,0.424785461,0.871496138,,,,1.916,1.916,1.916,1.916,1.916,1.916,5.418005149,5.463997722,5.513507085,5.56296601,5.608743905,5.65808889
carFAR_05,1.917,5.421044118,3.038288383,-1.361996138,0.424785461,0.871105641,,,,1.917,1.917,1.917,1.917,1.917,1.917,5.421044118,5.46708041,5.51663752,5.566144272,5.611966171,5.661359155
carFAR_05,1.918,5.424081726,3.036926777,-1.361605641,0.424785461,0.870715256,,,,1.918,1.918,1.918,1.918,1.918,1.918,5.424081726,5.470161773,5.519766666,5.56932128,5.61518722,5.664628236
carFAR_05,1.919,5.427117972,3.035565562,-1.361215256,0.424785461,0.870324983,,,,1.919,1.919,1.919,1.919,1.919,1.919,5.427117972,5.473241812,5.522894522,5.572497034,5.61840705,5.667896135
carFAR_05,1.92,5.430152857,3.034204737,-1.360824983,0.424785461,0.869934821,,,,1.92,1.92,1.92,1.92,1.92,1.92,5.430152857,5.476320525,5.526021088,5.575671534,5.621625663,5.671162852
carFAR_05,1.921,5.433186382,3.032844302,-1.360434821,0.424785461,0.869544772,,,,1.921,1.921,1.921,1.921,1.921,1.921,5.433186382,5.479397915,5.529146366,5.578844781,5.624843059,5.674428387
carFAR_05,1.922,5.436218546,3.031484257,-1.360044772,0.424785461,0.869154834,,,,1.922,1.922,1.922,1.922,1.922,1.922,5.436218546,5.48247398,5.532270356,5.582016774,5.628059239,5.677692741
carFAR_05,1.923,5.439249351,3.030124603,-1.359654834,0.424785461,0.868765009,,,,1.923,1.923,1.923,1.923,1.923,1.923,5.439249351,5.485548723,5.535393057,5.585187514,5.631274202,5.680955913
carFAR_05,1.924,5.442278796,3.028765338,-1.359265009,0.424785461,0.868375295,,,,1.924,1.924,1.924,1.924,1.924,1.924,5.442278796,5.488622142,5.538514471,5.588357002,5.634487948,5.684217905
carFAR_05,1.925,5.445306881,3.027406462,-1.358875295,0.424785461,0.867985693,,,,1.925,1.925,1.925,1.925,1.925,1.925,5.445306881,5.491694239,5.541634597,5.591525238,5.637700479,5.687478716
carFAR_05,1.926,5.448333609,3.026047977,-1.358485693,0.424785461,0.867596202,,,,1.926,1.926,1.926,1.926,1.926,1.926,5.448333609,5.494765013,5.544753437,5.594692223,5.640911795,5.690738347
carFAR_05,1.927,5.451358978,3.02468988,-1.358096202,0.424785461,0.867206823,,,,1.927,1.927,1.927,1.927,1.927,1.927,5.451358978,5.497834466,5.547870989,5.597857956,5.644121896,5.693996798
carFAR_05,1.928,5.454382989,3.023332174,-1.357706823,0.424785461,0.866817556,,,,1.928,1.928,1.928,1.928,1.928,1.928,5.454382989,5.500902597,5.550987256,5.601022438,5.647330782,5.697254069
carFAR_05,1.929,5.457405642,3.021974856,-1.357317556,0.424785461,0.8664284,,,,1.929,1.929,1.929,1.929,1.929,1.929,5.457405642,5.503969407,5.554102237,5.604185669,5.650538454,5.700510162
carFAR_05,1.93,5.460426939,3.020617928,-1.3569284,0.424785461,0.866039356,,,,1.93,1.93,1.93,1.93,1.93,1.93,5.460426939,5.507034896,5.557215932,5.60734765,5.653744911,5.703765075
carFAR_05,1.931,5.463446878,3.019261388,-1.356539356,0.424785461,0.865650424,,,,1.931,1.931,1.931,1.931,1.931,1.931,5.463446878,5.510099065,5.560328342,5.610508381,5.656950156,5.707018811
carFAR_05,1.932,5.466465462,3.017905238,-1.356150424,0.424785461,0.865261603,,,,1.932,1.932,1.932,1.932,1.932,1.932,5.466465462,5.513161914,5.563439467,5.613667863,5.660154186,5.710271368
carFAR_05,1.933,5.469482689,3.016549476,-1.355761603,0.424785461,0.864872893,,,,1.933,1.933,1.933,1.933,1.933,1.933,5.469482689,5.516223443,5.566549308,5.616826095,5.663357004,5.713522747
carFAR_05,1.934,5.472498561,3.015194103,-1.355372893,0.424785461,0.864484295,,,,1.934,1.934,1.934,1.934,1.934,1.934,5.472498561,5.519283653,5.569657865,5.619983078,5.66655861,5.716772949
carFAR_05,1.935,5.475513077,3.013839119,-1.354984295,0.424785461,0.864095809,,,,1.935,1.935,1.935,1.935,1.935,1.935,5.475513077,5.522342544,5.572765138,5.623138813,5.669759003,5.720021973
carFAR_05,1.936,5.478526239,3.012484523,-1.354595809,0.424785461,0.863707433,,,,1.936,1.936,1.936,1.936,1.936,1.936,5.478526239,5.525400117,5.575871128,5.6262933,5.672958184,5.723269821
carFAR_05,1.937,5.481538047,3.011130316,-1.354207433,0.424785461,0.863319169,,,,1.937,1.937,1.937,1.937,1.937,1.937,5.481538047,5.528456372,5.578975835,5.629446539,5.676156154,5.726516493
carFAR_05,1.938,5.4845485,3.009776497,-1.353819169,0.424785461,0.862931017,,,,1.938,1.938,1.938,1.938,1.938,1.938,5.4845485,5.531511309,5.58207926,5.632598531,5.679352912,5.729761988
carFAR_05,1.939,5.4875576,3.008423066,-1.353431017,0.424785461,0.862542975,,,,1.939,1.939,1.939,1.939,1.939,1.939,5.4875576,5.534564928,5.585181402,5.635749276,5.68254846,5.733006308
carFAR_05,1.94,5.490565346,3.007070023,-1.353042975,0.424785461,0.862155045,,,,1.94,1.94,1.94,1.94,1.94,1.94,5.490565346,5.537617231,5.588282262,5.638898774,5.685742797,5.736249452
carFAR_05,1.941,5.49357174,3.005717368,-1.352655045,0.424785461,0.861767227,,,,1.941,1.941,1.941,1.941,1.941,1.941,5.49357174,5.540668217,5.591381841,5.642047025,5.688935924,5.739491421
carFAR_05,1.942,5.496576781,3.0043651,-1.352267227,0.424785461,0.861379519,,,,1.942,1.942,1.942,1.942,1.942,1.942,5.496576781,5.543717887,5.594480139,5.645194031,5.692127842,5.742732215
carFAR_05,1.943,5.49958047,3.003013221,-1.351879519,0.424785461,0.860991922,,,,1.943,1.943,1.943,1.943,1.943,1.943,5.49958047,5.546766241,5.597577157,5.648339791,5.695318549,5.745971835
carFAR_05,1.944,5.502582808,3.001661729,-1.351491922,0.424785461,0.860604437,,,,1.944,1.944,1.944,1.944,1.944,1.944,5.502582808,5.54981328,5.600672894,5.651484306,5.698508048,5.749210281
carFAR_05,1.945,5.505583794,3.000310625,-1.351104437,0.424785461,0.860217063,,,,1.945,1.945,1.945,1.945,1.945,1.945,5.505583794,5.552859003,5.603767351,5.654627575,5.701696338,5.752447553
carFAR_05,1.946,5.508583429,2.998959907,-1.350717063,0.424785461,0.8598298,,,,1.946,1.946,1.946,1.946,1.946,1.946,5.508583429,5.555903412,5.606860528,5.657769601,5.70488342,5.755683652
carFAR_05,1.947,5.511581714,2.997609578,-1.3503298,0.424785461,0.859442648,,,,1.947,1.947,1.947,1.947,1.947,1.947,5.511581714,5.558946507,5.609952426,5.660910382,5.708069293,5.758918578
carFAR_05,1.948,5.514578649,2.996259635,-1.349942648,0.424785461,0.859055606,,,,1.948,1.948,1.948,1.948,1.948,1.948,5.514578649,5.561988287,5.613043045,5.664049919,5.711253959,5.762152331
carFAR_05,1.949,5.517574233,2.994910079,-1.349555606,0.424785461,0.858668676,,,,1.949,1.949,1.949,1.949,1.949,1.949,5.517574233,5.565028755,5.616132386,5.667188213,5.714437417,5.765384911
carFAR_05,1.95,5.520568469,2.993560911,-1.349168676,0.424785461,0.858281857,,,,1.95,1.95,1.95,1.95,1.95,1.95,5.520568469,5.568067909,5.619220448,5.670325263,5.717619669,5.76861632
carFAR_05,1.951,5.523561355,2.992212129,-1.348781857,0.424785461,0.857895149,,,,1.951,1.951,1.951,1.951,1.951,1.951,5.523561355,5.57110575,5.622307233,5.673461071,5.720800713,5.771846556
carFAR_05,1.952,5.526552893,2.990863734,-1.348395149,0.424785461,0.857508551,,,,1.952,1.952,1.952,1.952,1.952,1.952,5.526552893,5.574142278,5.625392741,5.676595637,5.723980551,5.775075622
carFAR_05,1.953,5.529543083,2.989515725,-1.348008551,0.424785461,0.857122064,,,,1.953,1.953,1.953,1.953,1.953,1.953,5.529543083,5.577177495,5.628476971,5.67972896,5.727159184,5.778303516
carFAR_05,1.954,5.532531925,2.988168103,-1.347622064,0.424785461,0.856735689,,,,1.954,1.954,1.954,1.954,1.954,1.954,5.532531925,5.5802114,5.631559925,5.682861042,5.73033661,5.78153024
carFAR_05,1.955,5.53551942,2.986820867,-1.347235689,0.424785461,0.856349424,,,,1.955,1.955,1.955,1.955,1.955,1.955,5.53551942,5.583243994,5.634641602,5.685991882,5.733512832,5.784755793
carFAR_05,1.956,5.538505567,2.985474018,-1.346849424,0.424785461,0.855963269,,,,1.956,1.956,1.956,1.956,1.956,1.956,5.538505567,5.586275276,5.637722003,5.689121481,5.736687848,5.787980176
carFAR_05,1.957,5.541490368,2.984127555,-1.346463269,0.424785461,0.855577226,,,,1.957,1.957,1.957,1.957,1.957,1.957,5.541490368,5.589305249,5.640801129,5.69224984,5.73986166,5.791203389
carFAR_05,1.958,5.544473822,2.982781478,-1.346077226,0.424785461,0.855191293,,,,1.958,1.958,1.958,1.958,1.958,1.958,5.544473822,5.592333911,5.64387898,5.695376958,5.743034268,5.794425433
carFAR_05,1.959,5.547455931,2.981435786,-1.345691293,0.424785461,0.854805471,,,,1.959,1.959,1.959,1.959,1.959,1.959,5.547455931,5.595361263,5.646955555,5.698502837,5.746205671,5.797646308
carFAR_05,1.96,5.550436694,2.980090481,-1.345305471,0.424785461,0.854419759,,,,1.96,1.96,1.96,1.96,1.96,1.96,5.550436694,5.598387306,5.650030857,5.701627476,5.749375871,5.800866015
carFAR_05,1.961,5.553416112,2.978745561,-1.344919759,0.424785461,0.854034158,,,,1.961,1.961,1.961,1.961,1.961,1.961,5.553416112,5.601412039,5.653104884,5.704750875,5.752544868,5.804084553
carFAR_05,1.962,5.556394185,2.977401027,-1.344534158,0.424785461,0.853648667,,,,1.962,1.962,1.962,1.962,1.962,1.962,5.556394185,5.604435465,5.656177637,5.707873036,5.755712662,5.807301922
carFAR_05,1.963,5.559370914,2.976056878,-1.344148667,0.424785461,0.853263287,,,,1.963,1.963,1.963,1.963,1.963,1.963,5.559370914,5.607457581,5.659249117,5.710993959,5.758879254,5.810518125
carFAR_05,1.964,5.562346299,2.974713115,-1.343763287,0.424785461,0.852878018,,,,1.964,1.964,1.964,1.964,1.964,1.964,5.562346299,5.61047839,5.662319324,5.714113643,5.762044643,5.813733159
carFAR_05,1.965,5.565320341,2.973369737,-1.343378018,0.424785461,0.852492859,,,,1.965,1.965,1.965,1.965,1.965,1.965,5.565320341,5.613497892,5.665388259,5.717232089,5.76520883,5.816947027
carFAR_05,1.966,5.568293039,2.972026744,-1.342992859,0.424785461,0.85210781,,,,1.966,1.966,1.966,1.966,1.966,1.966,5.568293039,5.616516086,5.668455921,5.720349298,5.768371816,5.820159728
carFAR_05,1.967,5.571264394,2.970684136,-1.34260781,0.424785461,0.851722872,,,,1.967,1.967,1.967,1.967,1.967,1.967,5.571264394,5.619532973,5.671522311,5.72346527,5.771533601,5.823371263
carFAR_05,1.968,5.574234407,2.969341913,-1.342222872,0.424785461,0.851338044,,,,1.968,1.968,1.968,1.968,1.968,1.968,5.574234407,5.622548554,5.674587429,5.726580005,5.774694185,5.826581632
carFAR_05,1.969,5.577203078,2.968000075,-1.341838044,0.424785461,0.850953327,,,,1.969,1.969,1.969,1.969,1.969,1.969,5.577203078,5.625562829,5.677651277,5.729693504,5.777853568,5.829790835
carFAR_05,1.97,5.580170408,2.966658622,-1.341453327,0.424785461,0.85056872,,,,1.97,1.97,1.97,1.97,1.97,1.97,5.580170408,5.628575798,5.680713853,5.732805767,5.781011752,5.832998873
carFAR_05,1.971,5.583136396,2.965317553,-1.34106872,0.424785461,0.850184223,,,,1.971,1.971,1.971,1.971,1.971,1.971,5.583136396,5.631587462,5.683775159,5.735916794,5.784168735,5.836205745
carFAR_05,1.972,5.586101043,2.963976869,-1.340684223,0.424785461,0.849799836,,,,1.972,1.972,1.972,1.972,1.972,1.972,5.586101043,5.634597821,5.686835195,5.739026586,5.787324519,5.839411453
carFAR_05,1.973,5.58906435,2.962636569,-1.340299836,0.424785461,0.84941556,,,,1.973,1.973,1.973,1.973,1.973,1.973,5.58906435,5.637606876,5.689893961,5.742135142,5.790479104,5.842615997
carFAR_05,1.974,5.592026316,2.961296654,-1.33991556,0.424785461,0.849031393,,,,1.974,1.974,1.974,1.974,1.974,1.974,5.592026316,5.640614626,5.692951458,5.745242465,5.793632491,5.845819376
carFAR_05,1.975,5.594986943,2.959957122,-1.339531393,0.424785461,0.848647337,,,,1.975,1.975,1.975,1.975,1.975,1.975,5.594986943,5.643621073,5.696007686,5.748348553,5.796784679,5.849021592
carFAR_05,1.976,5.597946231,2.958617975,-1.339147337,0.424785461,0.848263391,,,,1.976,1.976,1.976,1.976,1.976,1.976,5.597946231,5.646626216,5.699062645,5.751453407,5.799935668,5.852222645
carFAR_05,1.977,5.600904179,2.957279211,-1.338763391,0.424785461,0.847879555,,,,1.977,1.977,1.977,1.977,1.977,1.977,5.600904179,5.649630056,5.702116336,5.754557027,5.80308546,5.855422534
carFAR_05,1.978,5.603860789,2.955940832,-1.338379555,0.424785461,0.847495829,,,,1.978,1.978,1.978,1.978,1.978,1.978,5.603860789,5.652632593,5.705168759,5.757659415,5.806234055,5.858621261
carFAR_05,1.979,5.606816061,2.954602836,-1.337995829,0.424785461,0.847112213,,,,1.979,1.979,1.979,1.979,1.979,1.979,5.606816061,5.655633828,5.708219914,5.760760569,5.809381453,5.861818826
carFAR_05,1.98,5.609769995,2.953265224,-1.337612213,0.424785461,0.846728707,,,,1.98,1.98,1.98,1.98,1.98,1.98,5.609769995,5.658633761,5.711269803,5.763860491,5.812527654,5.865015228
carFAR_05,1.981,5.612722592,2.951927995,-1.337228707,0.424785461,0.846345311,,,,1.981,1.981,1.981,1.981,1.981,1.981,5.612722592,5.661632393,5.714318424,5.766959181,5.815672659,5.868210469
carFAR_05,1.982,5.615673852,2.95059115,-1.336845311,0.424785461,0.845962025,,,,1.982,1.982,1.982,1.982,1.982,1.982,5.615673852,5.664629723,5.717365779,5.770056639,5.818816467,5.871404548
carFAR_05,1.983,5.618623774,2.949254688,-1.336462025,0.424785461,0.845578849,,,,1.983,1.983,1.983,1.983,1.983,1.983,5.618623774,5.667625753,5.720411868,5.773152866,5.82195908,5.874597467
carFAR_05,1.984,5.621572361,2.947918609,-1.336078849,0.424785461,0.845195783,,,,1.984,1.984,1.984,1.984,1.984,1.984,5.621572361,5.670620482,5.723456691,5.776247862,5.825100498,5.877789224
carFAR_05,1.985,5.624519612,2.946582913,-1.335695783,0.424785461,0.844812827,,,,1.985,1.985,1.985,1.985,1.985,1.985,5.624519612,5.673613911,5.726500248,5.779341627,5.828240721,5.880979822
carFAR_05,1.986,5.627465527,2.9452476,-1.335312827,0.424785461,0.84442998,,,,1.986,1.986,1.986,1.986,1.986,1.986,5.627465527,5.67660604,5.729542541,5.782434161,5.831379749,5.884169259
carFAR_05,1.987,5.630410107,2.94391267,-1.33492998,0.424785461,0.844047243,,,,1.987,1.987,1.987,1.987,1.987,1.987,5.630410107,5.67959687,5.732583569,5.785525466,5.834517582,5.887357536
carFAR_05,1.988,5.633353353,2.942578123,-1.334547243,0.424785461,0.843664616,,,,1.988,1.988,1.988,1.988,1.988,1.988,5.633353353,5.682586401,5.735623333,5.788615541,5.837654222,5.890544655
carFAR_05,1.989,5.636295264,2.941243959,-1.334164616,0.424785461,0.843282098,,,,1.989,1.989,1.989,1.989,1.989,1.989,5.636295264,5.685574634,5.738661833,5.791704386,5.840789668,5.893730614
carFAR_05,1.99,5.639235841,2.939910176,-1.333782098,0.424785461,0.842899691,,,,1.99,1.99,1.99,1.99,1.99,1.99,5.639235841,5.688561568,5.741699069,5.794792003,5.843923921,5.896915414
carFAR_05,1.991,5.642175084,2.938576777,-1.333399691,0.424785461,0.842517392,,,,1.991,1.991,1.991,1.991,1.991,1.991,5.642175084,5.691547204,5.744735042,5.797878391,5.847056981,5.900099057
carFAR_05,1.992,5.645112994,2.937243759,-1.333017392,0.424785461,0.842135204,,,,1.992,1.992,1.992,1.992,1.992,1.992,5.645112994,5.694531543,5.747769752,5.800963551,5.850188849,5.903281541
carFAR_05,1.993,5.648049572,2.935911124,-1.332635204,0.424785461,0.841753125,,,,1.993,1.993,1.993,1.993,1.993,1.993,5.648049572,5.697514585,5.7508032,5.804047483,5.853319524,5.906462867
